Sales_Rank,Lead_ID,Lead_Score,Lead_Category,Predicted_Probability,Predicted_Converted,Actual_Converted,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
1599,3869,1,Cold,0.005618675,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,79,2.0,Email Opened,India,"Banking, Investment And Insurance",Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,,,,,No,Yes,Email Opened
1600,4754,1,Cold,0.012544366,0,0,API,Olark Chat,Yes,No,0.0,0,0.0,Email Bounced,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,,,,,,No,No,Modified
1601,106,1,Cold,0.009703132,0,0,API,Google,No,No,9.0,125,3.0,Page Visited on Website,India,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
1602,8826,1,Cold,0.011471987,0,0,Landing Page Submission,Organic Search,No,No,8.0,39,2.67,Page Visited on Website,India,E-Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Tier II Cities,01.High,01.High,17.0,19.0,No,Yes,Page Visited on Website
1603,1338,1,Cold,0.0068579325,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,31,2.0,Email Opened,Saudi Arabia,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Mumbai,03.Low,01.High,10.0,18.0,No,Yes,Email Opened
1604,8557,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1605,8132,1,Cold,0.0069096466,0,0,Landing Page Submission,Google,No,No,3.0,60,3.0,Form Submitted on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Thane & Outskirts,03.Low,01.High,10.0,17.0,No,No,Modified
1606,6897,1,Cold,0.007543563,0,0,API,Direct Traffic,No,No,4.0,65,4.0,Converted to Lead,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,,,,,,No,No,Modified
1607,103,1,Cold,0.01340639,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,638,2.0,Page Visited on Website,Oman,Healthcare Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Mumbai,02.Medium,02.Medium,14.0,15.0,No,Yes,Modified
1608,6604,1,Cold,0.0061151343,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,228,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Other Cities of Maharashtra,,,,,No,Yes,Email Opened
1609,6273,1,Cold,0.009517153,0,0,API,Google,No,No,7.0,469,7.0,Olark Chat Conversation,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Cities,,,,,No,Yes,Modified
1610,1687,1,Cold,0.0061739404,0,0,Landing Page Submission,Organic Search,No,No,3.0,155,3.0,Page Visited on Website,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Metro Cities,02.Medium,02.Medium,14.0,15.0,No,Yes,Modified
1611,8517,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1612,6195,1,Cold,0.01436573,0,0,API,Google,Yes,No,4.0,247,4.0,Email Bounced,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,,,,,,No,No,Email Bounced
1613,1348,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1614,8585,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1615,743,1,Cold,0.010826372,0,0,Landing Page Submission,Google,No,No,1.0,583,1.0,Converted to Lead,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Other Cities,02.Medium,02.Medium,14.0,13.0,No,No,Modified
1616,1484,1,Cold,0.007896268,0,0,Landing Page Submission,Google,Yes,No,4.0,125,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Modified
1617,8036,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1618,1382,1,Cold,0.009519549,0,0,Landing Page Submission,Google,No,No,3.0,240,3.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Cities,02.Medium,02.Medium,13.0,16.0,No,No,Email Opened
1619,6164,1,Cold,0.005727604,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,,,,,,No,No,Modified
1620,597,1,Cold,0.005250145,0,0,Lead Import,Facebook,No,No,,103,,,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Mumbai,02.Medium,02.Medium,13.0,15.0,No,No,Modified
1621,1822,1,Cold,0.008803109,0,0,Landing Page Submission,Google,No,No,2.0,51,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
1622,7589,1,Cold,0.006235164,0,0,Landing Page Submission,Direct Traffic,No,No,1.0,1077,1.0,Converted to Lead,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Modified
1623,6398,1,Cold,0.01113393,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,329,2.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Modified
1624,9009,1,Cold,0.010611216,0,0,API,Google,No,No,6.0,158,3.0,Olark Chat Conversation,India,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,,01.High,02.Medium,16.0,16.0,No,No,Modified
1625,7402,1,Cold,0.0060505355,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,,01.High,02.Medium,16.0,15.0,No,No,Email Opened
1626,7317,1,Cold,0.008343811,0,0,Landing Page Submission,Direct Traffic,No,No,6.0,277,2.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Page Visited on Website
1627,5153,1,Cold,0.009483411,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,in touch with EINS,,No,No,,,,,,No,No,Modified
1628,5760,1,Cold,0.014382227,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,128,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Thane & Outskirts,,,,,No,Yes,Email Opened
1629,7933,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1630,241,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1631,6753,1,Cold,0.010926526,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,,,,,,No,No,Email Opened
1632,7948,1,Cold,0.008168076,0,0,Landing Page Submission,Direct Traffic,Yes,No,1.0,303,1.0,Email Bounced,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Mumbai,02.Medium,01.High,15.0,17.0,No,No,Email Bounced
1633,2741,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1634,6814,1,Cold,0.013694166,0,0,Landing Page Submission,Direct Traffic,Yes,No,4.0,104,4.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent
1635,7645,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1636,5493,1,Cold,0.00920626,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,96,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,,,,,No,Yes,Modified
1637,2648,1,Cold,0.006511592,0,0,Landing Page Submission,Google,No,No,3.0,26,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Mumbai,03.Low,01.High,10.0,18.0,No,No,Modified
1638,7141,1,Cold,0.0064597125,0,0,API,Olark Chat,Yes,No,0.0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,,,,No,No,Olark Chat Conversation
1639,2261,1,Cold,0.0137600135,0,0,Landing Page Submission,Direct Traffic,No,No,1.0,102,1.0,Converted to Lead,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Other Cities,02.Medium,02.Medium,14.0,16.0,No,No,Modified
1640,9220,1,Cold,0.006324087,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,20,2.5,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,,No,No,Thane & Outskirts,02.Medium,01.High,13.0,19.0,No,Yes,Modified
1641,6161,1,Cold,0.014961436,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,90,3.0,Email Link Clicked,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,,,,,No,Yes,Email Link Clicked
1642,5897,1,Cold,0.014591009,0,0,Landing Page Submission,Direct Traffic,Yes,No,1.0,124,1.0,Email Bounced,India,Rural and Agribusiness,,,No,No,No,No,No,No,No,No,,,No,No,Tier II Cities,,,,,No,No,Modified
1643,4156,1,Cold,0.012151955,0,0,API,Google,No,No,3.0,51,1.5,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,,,,No,No,Modified
1644,6578,1,Cold,0.010410332,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,200,1.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
1645,7369,1,Cold,0.011755641,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,141,2.0,SMS Sent,India,"Banking, Investment And Insurance",,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,02.Medium,02.Medium,13.0,16.0,No,No,Modified
1646,9045,1,Cold,0.0064319167,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,119,2.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Page Visited on Website
1647,6122,1,Cold,0.014308339,0,0,Landing Page Submission,Direct Traffic,No,No,7.0,66,7.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Mumbai,,,,,No,Yes,Email Opened
1648,1613,1,Cold,0.010947421,0,0,Landing Page Submission,Google,No,No,4.0,255,4.0,Page Visited on Website,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,No,No,Page Visited on Website
1649,2038,1,Cold,0.011269101,0,0,Landing Page Submission,Google,No,No,5.0,301,5.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,03.Low,01.High,12.0,17.0,No,Yes,Email Opened
1650,8378,1,Cold,0.014296252,0,0,Landing Page Submission,Organic Search,Yes,No,10.0,408,3.33,Page Visited on Website,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,Other Metro Cities,03.Low,01.High,12.0,18.0,No,Yes,Page Visited on Website
1651,250,1,Cold,0.010247509,0,0,Landing Page Submission,Google,No,No,1.0,302,1.0,Converted to Lead,India,Human Resource Management,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Modified
1652,7079,1,Cold,0.013660021,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,293,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Thane & Outskirts,,,,,No,Yes,Email Opened
1653,8247,1,Cold,0.005221082,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,383,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
1654,7071,1,Cold,0.010595689,0,0,Landing Page Submission,Google,No,No,4.0,275,4.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Thane & Outskirts,,,,,No,No,Modified
1655,2724,1,Cold,0.014944089,0,0,API,Google,No,No,3.0,55,3.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,,,,,,No,No,Email Opened
1656,5829,1,Cold,0.011509488,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,68,2.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,,,,,No,Yes,Email Opened
1657,6689,1,Cold,0.012428741,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,84,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,,,,,No,Yes,Email Opened
1658,7375,1,Cold,0.008020226,0,0,API,Organic Search,No,No,3.0,306,3.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,In confusion whether part time or DLP,,No,No,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
1659,198,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1660,8615,1,Cold,0.0075312573,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,267,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,No,SMS Sent
1661,6225,1,Cold,0.012414481,0,0,Landing Page Submission,Organic Search,No,No,2.0,61,2.0,Converted to Lead,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Other Cities of Maharashtra,,,,,No,Yes,Modified
1662,5494,1,Cold,0.0053545833,0,0,Landing Page Submission,Direct Traffic,No,No,13.0,293,3.25,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Other Cities,,,,,No,No,Modified
1663,8116,1,Cold,0.010699535,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,451,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent
1664,6072,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1665,1097,1,Cold,0.005785074,0,0,Landing Page Submission,Google,No,No,4.0,75,4.0,Email Link Clicked,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Modified
1666,7740,1,Cold,0.0060459515,0,0,Landing Page Submission,Direct Traffic,No,No,1.0,281,1.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Other Cities of Maharashtra,01.High,01.High,16.0,17.0,No,Yes,Modified
1667,7747,1,Cold,0.0057206564,0,0,Landing Page Submission,Direct Traffic,No,No,1.0,312,1.0,Converted to Lead,United Arab Emirates,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Mumbai,03.Low,01.High,11.0,18.0,No,Yes,Modified
1668,4192,1,Cold,0.008502588,0,0,Landing Page Submission,Google,No,No,2.0,315,2.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Mumbai,,,,,No,No,Modified
1669,8751,1,Cold,0.008283012,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,74,4.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Cities,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent
1670,2646,1,Cold,0.009483411,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),,No,No,,,,,,No,No,Modified
1671,1554,1,Cold,0.0054061254,0,0,API,Google,Yes,No,2.0,96,2.0,Email Bounced,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,03.Low,02.Medium,12.0,15.0,No,No,Modified
1672,6908,1,Cold,0.0076567065,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,369,5.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,,,,,No,No,Email Opened
1673,8553,1,Cold,0.012624105,0,0,API,Organic Search,No,No,5.0,124,5.0,SMS Sent,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,02.Medium,02.Medium,13.0,15.0,No,No,SMS Sent
1674,9055,1,Cold,0.0072533744,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,345,2.0,SMS Sent,India,E-COMMERCE,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Mumbai,02.Medium,01.High,13.0,17.0,No,Yes,SMS Sent
1675,8605,1,Cold,0.014285721,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,182,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,No,No,Email Opened
1676,7393,1,Cold,0.009603564,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,3,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent
1677,7871,1,Cold,0.010050462,0,0,Landing Page Submission,Google,Yes,No,10.0,271,5.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Mumbai,02.Medium,02.Medium,13.0,16.0,No,Yes,SMS Sent
1678,1690,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1679,5204,1,Cold,0.009896382,0,0,Landing Page Submission,Google,No,No,4.0,165,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Thane & Outskirts,,,,,No,Yes,Email Opened
1680,499,1,Cold,0.0066572283,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,,02.Medium,02.Medium,14.0,14.0,No,No,Modified
1681,1191,1,Cold,0.013203089,0,0,API,Organic Search,No,No,5.0,199,5.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Low in Relevance,No,No,Mumbai,03.Low,01.High,12.0,17.0,No,No,Email Opened
1682,5161,1,Cold,0.007813331,0,0,Landing Page Submission,Direct Traffic,Yes,No,4.0,209,4.0,Email Bounced,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Thane & Outskirts,,,,,No,Yes,Modified
1683,7350,1,Cold,0.0055213836,0,0,Landing Page Submission,Direct Traffic,No,No,8.0,106,8.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
1684,7484,1,Cold,0.013589626,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,54,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent
